,loss,accuracy,val_loss,val_accuracy
0,0.4974426329135895,0.7774999737739563,0.2760831415653229,0.887499988079071
1,0.2689460813999176,0.8824999928474426,0.23733168840408325,0.9075000286102295
2,0.22071713209152222,0.90625,0.22402767837047577,0.9125000238418579
3,0.21880905330181122,0.9100000262260437,0.2862394452095032,0.8824999928474426
4,0.20937420427799225,0.9143750071525574,0.19158847630023956,0.925000011920929
5,0.18268027901649475,0.9287499785423279,0.20800885558128357,0.9150000214576721
6,0.18889950215816498,0.9206249713897705,0.20005355775356293,0.9175000190734863
7,0.14319568872451782,0.9481250047683716,0.20528560876846313,0.9125000238418579
8,0.15054835379123688,0.9393749833106995,0.16860057413578033,0.9300000071525574
9,0.15602779388427734,0.9375,0.15662822127342224,0.9399999976158142
10,0.14378756284713745,0.9437500238418579,0.1436554193496704,0.9474999904632568
11,0.15152285993099213,0.9387500286102295,0.2694064974784851,0.8700000047683716
12,0.15776091814041138,0.9387500286102295,0.16516509652137756,0.9375
13,0.13115262985229492,0.9424999952316284,0.14421842992305756,0.9375
14,0.1049947738647461,0.9593750238418579,0.17571641504764557,0.9300000071525574
15,0.1400328427553177,0.9418749809265137,0.18523113429546356,0.9225000143051147
16,0.14334051311016083,0.940625011920929,0.16374708712100983,0.9325000047683716
17,0.11148983240127563,0.9549999833106995,0.14144541323184967,0.9449999928474426
18,0.09696631133556366,0.9593750238418579,0.1559130996465683,0.9524999856948853
19,0.12427843362092972,0.9518749713897705,0.1439184993505478,0.9474999904632568
20,0.09608156234025955,0.9599999785423279,0.13563746213912964,0.9375
21,0.08137569576501846,0.9662500023841858,0.1969066858291626,0.9125000238418579
22,0.09633313119411469,0.9618750214576721,0.1820899248123169,0.9275000095367432
23,0.10735610127449036,0.9587500095367432,0.13422755897045135,0.9424999952316284
24,0.08454608172178268,0.9662500023841858,0.13903310894966125,0.9375
25,0.07541501522064209,0.9693750143051147,0.1642882227897644,0.9399999976158142
26,0.1033535972237587,0.9574999809265137,0.1640528440475464,0.9350000023841858
27,0.08905301988124847,0.9637500047683716,0.1727016568183899,0.9350000023841858
28,0.07989024370908737,0.971875011920929,0.14833833277225494,0.9424999952316284
29,0.08263885229825974,0.965624988079071,0.1798258274793625,0.9275000095367432
30,0.08159495145082474,0.9674999713897705,0.14436443150043488,0.9424999952316284
31,0.0788189098238945,0.9725000262260437,0.17429305613040924,0.9325000047683716
32,0.08093865215778351,0.9668750166893005,0.2415427565574646,0.9049999713897705
33,0.07962331175804138,0.9649999737739563,0.1803564876317978,0.9275000095367432
34,0.07337354123592377,0.9668750166893005,0.1360914260149002,0.949999988079071
35,0.072966068983078,0.9731249809265137,0.16427095234394073,0.9399999976158142
36,0.06486101448535919,0.9756249785423279,0.1344815343618393,0.9399999976158142
37,0.06596390902996063,0.971875011920929,0.14643871784210205,0.9375
38,0.06197553500533104,0.9750000238418579,0.22877411544322968,0.9275000095367432
39,0.058804914355278015,0.9793750047683716,0.16653192043304443,0.9399999976158142
