,loss,accuracy,val_loss,val_accuracy
0,0.688423216342926,0.5537499785423279,0.6037914752960205,0.737500011920929
1,0.5825567841529846,0.7168750166893005,0.529819905757904,0.8299999833106995
2,0.522396445274353,0.7850000262260437,0.4797056317329407,0.8374999761581421
3,0.48594993352890015,0.8118749856948853,0.4451013505458832,0.8475000262260437
4,0.45028620958328247,0.8199999928474426,0.4192681908607483,0.8575000166893005
5,0.4267979860305786,0.8274999856948853,0.40063977241516113,0.8550000190734863
6,0.42158302664756775,0.8268749713897705,0.3839433193206787,0.8650000095367432
7,0.40096455812454224,0.8387500047683716,0.374011754989624,0.862500011920929
8,0.38496220111846924,0.8531249761581421,0.361068457365036,0.8700000047683716
9,0.3675857186317444,0.862500011920929,0.3522706627845764,0.8725000023841858
10,0.36381980776786804,0.8493750095367432,0.34484395384788513,0.8799999952316284
11,0.35887348651885986,0.8512499928474426,0.33821651339530945,0.8774999976158142
12,0.3581807017326355,0.8443750143051147,0.3328699469566345,0.8774999976158142
13,0.3464936316013336,0.8606250286102295,0.3280024230480194,0.875
14,0.33953216671943665,0.8650000095367432,0.32315513491630554,0.8774999976158142
15,0.341211199760437,0.8543750047683716,0.31907159090042114,0.8774999976158142
16,0.33494195342063904,0.8631250262260437,0.31564125418663025,0.8799999952316284
17,0.33386191725730896,0.8693749904632568,0.31197255849838257,0.8799999952316284
18,0.3248319625854492,0.875,0.3088066279888153,0.8774999976158142
19,0.3203762471675873,0.8706250190734863,0.3059826195240021,0.8824999928474426
20,0.3216938078403473,0.8656250238418579,0.3034220039844513,0.8824999928474426
21,0.3149411678314209,0.8693749904632568,0.3011282980442047,0.8849999904632568
22,0.3077697455883026,0.878125011920929,0.2993088662624359,0.8849999904632568
23,0.3153226971626282,0.8712499737739563,0.2965538501739502,0.887499988079071
24,0.30520421266555786,0.8743749856948853,0.29403626918792725,0.887499988079071
25,0.30668899416923523,0.8725000023841858,0.292027086019516,0.8824999928474426
26,0.30837738513946533,0.8725000023841858,0.2903790771961212,0.887499988079071
27,0.29723429679870605,0.8818749785423279,0.2885710597038269,0.8849999904632568
28,0.30008241534233093,0.8681250214576721,0.28675708174705505,0.8849999904632568
29,0.2932455539703369,0.8824999928474426,0.28532952070236206,0.8849999904632568
30,0.30104732513427734,0.8687499761581421,0.28392693400382996,0.8849999904632568
31,0.2904225289821625,0.8849999904632568,0.2817440629005432,0.8899999856948853
32,0.29362383484840393,0.8849999904632568,0.2805653512477875,0.887499988079071
33,0.2907901108264923,0.878125011920929,0.27881157398223877,0.887499988079071
34,0.29402559995651245,0.8818749785423279,0.27743908762931824,0.8924999833106995
35,0.2863270044326782,0.8762500286102295,0.2765324115753174,0.887499988079071
36,0.2940478026866913,0.8831250071525574,0.27533164620399475,0.887499988079071
37,0.28413763642311096,0.8787500262260437,0.273594468832016,0.8924999833106995
38,0.2872348725795746,0.8812500238418579,0.2724149227142334,0.8949999809265137
39,0.2803037762641907,0.8868749737739563,0.27148979902267456,0.8924999833106995
