,loss,accuracy,val_loss,val_accuracy
0,0.4458865821361542,0.8056250214576721,0.32984238862991333,0.8774999976158142
1,0.32008951902389526,0.8706250190734863,0.28270480036735535,0.8974999785423279
2,0.2806619703769684,0.8837500214576721,0.2630535066127777,0.8999999761581421
3,0.2531839609146118,0.903124988079071,0.2657010853290558,0.887499988079071
4,0.24467821419239044,0.909375011920929,0.23196668922901154,0.9150000214576721
5,0.21854393184185028,0.9112499952316284,0.2230778932571411,0.9200000166893005
6,0.2134382128715515,0.9181249737739563,0.21398243308067322,0.9175000190734863
7,0.1988881677389145,0.9206249713897705,0.20672759413719177,0.925000011920929
8,0.1979510486125946,0.9237499833106995,0.2025579959154129,0.9200000166893005
9,0.19680936634540558,0.9206249713897705,0.19821250438690186,0.9225000143051147
10,0.17840264737606049,0.9356250166893005,0.19137214124202728,0.925000011920929
11,0.1815968155860901,0.9262499809265137,0.19832195341587067,0.9300000071525574
12,0.16428281366825104,0.9337499737739563,0.1890084147453308,0.9225000143051147
13,0.16424398124217987,0.9275000095367432,0.22376109659671783,0.8924999833106995
14,0.1682662069797516,0.9331250190734863,0.18139797449111938,0.9300000071525574
15,0.15708227455615997,0.9431250095367432,0.2120940089225769,0.8999999761581421
16,0.1527617871761322,0.9387500286102295,0.17577782273292542,0.9375
17,0.15706567466259003,0.9381250143051147,0.1730232834815979,0.9399999976158142
18,0.15631094574928284,0.9393749833106995,0.1779373735189438,0.9300000071525574
19,0.14521363377571106,0.9418749809265137,0.17364400625228882,0.9325000047683716
20,0.1510637104511261,0.9418749809265137,0.17702795565128326,0.925000011920929
21,0.12951841950416565,0.9493749737739563,0.1894780546426773,0.9024999737739563
22,0.12729154527187347,0.9518749713897705,0.16937567293643951,0.9449999928474426
23,0.13301411271095276,0.9506250023841858,0.19332513213157654,0.9100000262260437
24,0.12938231229782104,0.9581249952316284,0.16751086711883545,0.9424999952316284
25,0.12435159832239151,0.9593750238418579,0.16028279066085815,0.9350000023841858
26,0.12767146527767181,0.9506250023841858,0.16164034605026245,0.9300000071525574
27,0.12773974239826202,0.9487500190734863,0.15605366230010986,0.9449999928474426
28,0.12160341441631317,0.9568750262260437,0.20061969757080078,0.9100000262260437
29,0.12118491530418396,0.956250011920929,0.16255176067352295,0.925000011920929
30,0.11583740264177322,0.9549999833106995,0.16162914037704468,0.925000011920929
31,0.11797107011079788,0.9506250023841858,0.16223375499248505,0.925000011920929
32,0.11238117516040802,0.956250011920929,0.15152664482593536,0.9375
33,0.10269095748662949,0.9587500095367432,0.16376949846744537,0.9300000071525574
34,0.10867814719676971,0.9606249928474426,0.16213905811309814,0.9275000095367432
35,0.09474004805088043,0.9668750166893005,0.15507738292217255,0.9325000047683716
36,0.10086748749017715,0.9624999761581421,0.16335979104042053,0.9275000095367432
37,0.10204099863767624,0.9637500047683716,0.15109680593013763,0.9300000071525574
38,0.10761689394712448,0.9612500071525574,0.16272206604480743,0.9275000095367432
39,0.09777790307998657,0.9649999737739563,0.1494571566581726,0.9350000023841858
